,Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
27534,INN27535,1,0,2,4,Meal Plan 1,0,Room_Type 4,53,2018,6,18,Online,0,0,0,122.4,1,Canceled
19216,INN19217,2,0,1,2,Meal Plan 1,0,Room_Type 1,57,2018,6,10,Offline,0,0,0,90.67,1,Not_Canceled
1342,INN01343,2,0,0,4,Meal Plan 1,0,Room_Type 2,70,2018,4,12,Offline,0,0,0,95.0,0,Not_Canceled
8512,INN08513,2,0,2,1,Meal Plan 2,0,Room_Type 1,145,2017,8,29,Offline,0,0,0,94.5,0,Not_Canceled
34387,INN34388,2,0,2,1,Not Selected,0,Room_Type 1,13,2017,11,15,Online,0,0,0,85.0,1,Not_Canceled
5287,INN05288,2,0,1,2,Meal Plan 2,0,Room_Type 1,315,2018,9,30,Online,0,0,0,160.0,0,Canceled
2219,INN02220,2,2,1,2,Meal Plan 1,0,Room_Type 2,18,2018,9,9,Online,0,0,0,145.0,1,Not_Canceled
9865,INN09866,2,0,0,0,Meal Plan 2,0,Room_Type 4,0,2017,10,15,Online,0,0,0,0.0,0,Not_Canceled
22422,INN22423,2,0,2,7,Meal Plan 1,0,Room_Type 1,94,2017,7,14,Online,0,0,0,55.96,0,Canceled
16644,INN16645,2,0,0,3,Meal Plan 1,0,Room_Type 1,177,2018,6,30,Offline,0,0,0,72.25,1,Not_Canceled
35713,INN35714,1,0,1,2,Not Selected,0,Room_Type 1,26,2018,12,5,Online,0,0,0,88.0,0,Not_Canceled
20128,INN20129,2,0,2,2,Not Selected,0,Room_Type 1,52,2018,10,23,Offline,0,0,0,76.5,0,Not_Canceled
32254,INN32255,1,0,0,1,Meal Plan 1,0,Room_Type 1,77,2018,11,23,Online,0,0,0,86.4,2,Not_Canceled
20618,INN20619,2,0,0,4,Not Selected,0,Room_Type 1,214,2018,10,4,Online,0,0,0,92.65,0,Canceled
1917,INN01918,1,0,0,1,Meal Plan 1,0,Room_Type 4,28,2018,4,6,Corporate,0,0,0,90.0,1,Not_Canceled
1828,INN01829,2,0,0,2,Meal Plan 1,0,Room_Type 1,30,2018,9,15,Online,0,0,0,135.9,1,Canceled
12941,INN12942,2,0,2,1,Meal Plan 1,0,Room_Type 1,16,2018,10,29,Online,0,0,0,140.0,2,Not_Canceled
2048,INN02049,2,0,1,0,Not Selected,0,Room_Type 1,199,2018,8,28,Online,0,0,0,85.5,0,Canceled
26386,INN26387,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled
30105,INN30106,2,0,0,3,Meal Plan 1,0,Room_Type 4,40,2018,10,11,Offline,0,0,0,96.3,0,Not_Canceled
6469,INN06470,2,0,0,3,Meal Plan 1,0,Room_Type 1,56,2018,6,21,Online,0,0,0,76.92,1,Not_Canceled
32043,INN32044,3,0,2,1,Meal Plan 1,0,Room_Type 4,145,2018,7,3,Online,0,0,0,131.7,1,Not_Canceled
35754,INN35755,2,0,0,3,Meal Plan 1,0,Room_Type 1,12,2017,8,5,Corporate,0,0,0,65.0,0,Not_Canceled
13703,INN13704,2,0,0,3,Meal Plan 2,0,Room_Type 1,150,2018,6,16,Offline,0,0,0,90.0,1,Not_Canceled
10954,INN10955,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,109.0,0,Canceled
846,INN00847,2,0,0,2,Meal Plan 2,0,Room_Type 1,56,2017,9,17,Offline,0,0,0,82.0,0,Not_Canceled
13234,INN13235,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105.0,0,Not_Canceled
18935,INN18936,2,0,0,2,Meal Plan 1,0,Room_Type 4,141,2018,9,23,Online,0,0,0,163.8,1,Not_Canceled
117,INN00118,2,1,2,5,Meal Plan 1,0,Room_Type 1,105,2018,11,12,Online,0,0,0,102.83,3,Not_Canceled
22350,INN22351,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,9,15,Online,0,0,0,106.28,0,Not_Canceled
28746,INN28747,2,0,2,3,Meal Plan 1,0,Room_Type 1,97,2018,9,8,Offline,0,0,0,112.6,0,Not_Canceled
14043,INN14044,2,0,2,3,Meal Plan 1,0,Room_Type 2,73,2018,3,17,Online,0,0,0,72.12,1,Canceled
16389,INN16390,2,0,1,1,Not Selected,0,Room_Type 1,34,2018,10,29,Online,0,0,0,109.0,1,Canceled
9111,INN09112,3,0,0,2,Meal Plan 2,0,Room_Type 4,57,2018,10,12,Online,0,0,0,202.5,2,Not_Canceled
10787,INN10788,2,1,1,1,Meal Plan 1,0,Room_Type 1,77,2018,4,25,Online,0,0,0,112.5,2,Not_Canceled
4324,INN04325,2,1,0,2,Meal Plan 1,0,Room_Type 1,15,2018,3,4,Online,0,0,0,114.0,1,Canceled
35358,INN35359,1,0,0,2,Not Selected,0,Room_Type 1,29,2018,9,1,Online,0,0,0,104.5,2,Not_Canceled
24818,INN24819,2,0,2,1,Meal Plan 1,0,Room_Type 1,44,2018,4,23,Offline,0,0,0,95.0,1,Not_Canceled
13046,INN13047,2,0,1,3,Meal Plan 1,0,Room_Type 1,14,2017,11,5,Offline,0,0,0,43.5,0,Not_Canceled
27446,INN27447,2,0,1,2,Meal Plan 1,0,Room_Type 1,34,2018,2,12,Online,0,0,0,78.3,0,Not_Canceled
20119,INN20120,2,0,2,0,Meal Plan 1,0,Room_Type 1,6,2018,10,9,Offline,0,0,0,104.0,0,Not_Canceled
13918,INN13919,2,0,1,1,Meal Plan 1,0,Room_Type 1,96,2018,10,8,Online,0,0,0,118.8,3,Not_Canceled
10589,INN10590,1,0,0,5,Meal Plan 1,0,Room_Type 1,18,2018,1,26,Online,0,0,0,75.0,0,Not_Canceled
11613,INN11614,2,0,0,1,Not Selected,0,Room_Type 1,98,2018,5,7,Online,0,0,0,116.1,0,Canceled
27139,INN27140,1,0,1,0,Not Selected,0,Room_Type 1,56,2018,12,12,Online,0,0,0,79.2,2,Not_Canceled
6767,INN06768,2,0,1,3,Meal Plan 1,0,Room_Type 1,5,2017,10,5,Online,0,0,0,145.0,1,Not_Canceled
5622,INN05623,3,0,0,2,Meal Plan 1,0,Room_Type 4,9,2018,2,12,Online,0,0,0,139.0,1,Not_Canceled
1605,INN01606,2,0,2,8,Not Selected,0,Room_Type 1,80,2018,3,30,Online,0,0,0,73.1,0,Canceled
26900,INN26901,1,0,0,3,Meal Plan 1,0,Room_Type 1,0,2018,6,21,Online,0,0,0,124.33,1,Not_Canceled
27285,INN27286,2,0,2,3,Meal Plan 1,0,Room_Type 1,276,2018,5,13,Offline,0,0,0,61.0,0,Canceled
28024,INN28025,2,0,2,1,Meal Plan 1,0,Room_Type 4,19,2018,11,12,Online,0,0,0,119.33,2,Not_Canceled
3812,INN03813,2,0,0,4,Meal Plan 1,0,Room_Type 1,93,2017,10,7,Online,0,0,0,89.25,1,Not_Canceled
17260,INN17261,2,0,1,3,Meal Plan 1,0,Room_Type 1,290,2018,12,1,Online,0,0,0,73.95,0,Canceled
10554,INN10555,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,8,20,Online,0,0,0,139.0,1,Not_Canceled
10167,INN10168,3,0,4,5,Meal Plan 1,0,Room_Type 1,167,2018,8,21,Offline,0,0,0,96.9,2,Not_Canceled
34529,INN34530,2,0,0,3,Not Selected,0,Room_Type 1,35,2018,8,31,Online,0,0,0,99.0,0,Not_Canceled
19123,INN19124,2,0,1,3,Meal Plan 1,0,Room_Type 1,142,2018,11,21,Online,0,0,0,85.0,0,Canceled
35240,INN35241,2,0,0,2,Not Selected,0,Room_Type 1,25,2018,9,8,Online,0,0,0,139.0,0,Canceled
15913,INN15914,2,2,2,2,Meal Plan 2,0,Room_Type 6,31,2018,12,3,Online,0,0,0,237.75,0,Not_Canceled
6738,INN06739,2,2,0,5,Meal Plan 1,0,Room_Type 6,14,2017,9,15,Online,0,0,0,185.2,1,Not_Canceled
23275,INN23276,1,0,1,1,Meal Plan 1,0,Room_Type 1,0,2017,9,7,Offline,0,0,0,98.8,0,Not_Canceled
15728,INN15729,2,0,0,4,Not Selected,0,Room_Type 1,61,2018,11,16,Online,0,0,0,74.8,0,Canceled
12199,INN12200,1,1,0,1,Meal Plan 1,0,Room_Type 1,195,2018,8,13,Online,0,0,0,121.5,0,Canceled
7943,INN07944,2,0,1,0,Not Selected,1,Room_Type 1,6,2018,9,12,Online,0,0,0,138.0,3,Not_Canceled
12910,INN12911,1,0,0,1,Meal Plan 1,0,Room_Type 1,6,2018,5,31,Corporate,0,0,0,65.0,0,Not_Canceled
14369,INN14370,2,0,0,3,Meal Plan 1,0,Room_Type 4,72,2018,4,14,Online,0,0,0,118.8,0,Canceled
26069,INN26070,2,0,3,6,Not Selected,0,Room_Type 1,122,2018,8,1,Online,0,0,0,98.5,1,Not_Canceled
6371,INN06372,1,0,0,3,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,71.0,0,Not_Canceled
26734,INN26735,2,0,0,2,Meal Plan 1,0,Room_Type 1,57,2018,9,21,Offline,0,0,0,101.52,0,Not_Canceled
16616,INN16617,2,0,1,4,Meal Plan 1,0,Room_Type 4,144,2018,5,25,Online,0,0,0,92.55,0,Not_Canceled
8258,INN08259,2,0,0,1,Meal Plan 1,0,Room_Type 1,2,2017,11,6,Online,0,0,0,107.0,1,Not_Canceled
7561,INN07562,2,0,2,1,Not Selected,0,Room_Type 1,174,2018,8,7,Online,0,0,0,103.5,1,Canceled
6168,INN06169,1,0,0,2,Not Selected,0,Room_Type 1,25,2018,6,1,Online,0,0,0,104.0,0,Not_Canceled
3596,INN03597,2,0,2,1,Meal Plan 1,0,Room_Type 1,19,2017,12,20,Offline,0,0,0,58.0,0,Not_Canceled
4632,INN04633,2,0,1,3,Meal Plan 1,0,Room_Type 4,26,2017,10,19,Offline,0,0,0,75.0,1,Not_Canceled
6229,INN06230,1,0,0,4,Meal Plan 1,0,Room_Type 1,36,2017,11,25,Online,0,0,0,89.89,2,Not_Canceled
29926,INN29927,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,115.0,1,Canceled
35813,INN35814,2,0,1,2,Not Selected,0,Room_Type 1,34,2018,8,15,Online,0,0,0,134.1,1,Not_Canceled
35775,INN35776,2,0,1,4,Meal Plan 1,0,Room_Type 4,104,2018,4,27,Online,0,0,0,104.55,0,Canceled
10267,INN10268,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,4,16,Online,0,0,0,89.0,1,Not_Canceled
8152,INN08153,2,0,0,1,Meal Plan 1,0,Room_Type 2,238,2018,6,18,Online,0,0,0,96.48,2,Canceled
34674,INN34675,1,0,0,1,Not Selected,0,Room_Type 1,14,2018,11,2,Online,0,0,0,100.0,1,Not_Canceled
23333,INN23334,2,0,2,3,Meal Plan 1,0,Room_Type 1,179,2017,8,23,Online,0,0,0,76.5,1,Not_Canceled
1531,INN01532,2,0,1,3,Meal Plan 1,0,Room_Type 5,34,2018,4,11,Offline,0,0,0,113.04,0,Not_Canceled
19181,INN19182,2,0,2,2,Not Selected,0,Room_Type 1,19,2018,8,20,Online,0,0,0,139.0,0,Canceled
17302,INN17303,2,0,0,2,Meal Plan 1,0,Room_Type 4,30,2018,10,28,Online,0,0,0,144.0,0,Not_Canceled
18030,INN18031,2,0,0,4,Meal Plan 1,0,Room_Type 1,225,2018,9,14,Online,0,0,0,119.85,2,Canceled
5122,INN05123,1,0,0,3,Meal Plan 1,0,Room_Type 4,73,2018,6,16,Online,0,0,0,115.04,1,Not_Canceled
5126,INN05127,3,0,0,2,Meal Plan 1,0,Room_Type 4,44,2018,7,1,Online,0,0,0,150.3,0,Canceled
15034,INN15035,1,0,0,1,Meal Plan 1,0,Room_Type 4,10,2018,9,30,Aviation,0,0,0,110.0,0,Canceled
4621,INN04622,2,0,0,4,Meal Plan 1,0,Room_Type 1,4,2017,9,8,Online,0,0,0,124.0,1,Not_Canceled
16748,INN16749,2,0,0,1,Meal Plan 1,0,Room_Type 1,34,2018,3,12,Online,0,0,0,81.9,1,Not_Canceled
2125,INN02126,2,0,1,2,Not Selected,0,Room_Type 2,112,2018,3,21,Online,0,0,0,58.9,0,Not_Canceled
8150,INN08151,2,1,2,5,Meal Plan 1,0,Room_Type 1,186,2018,10,2,Online,0,0,0,125.1,0,Canceled
28699,INN28700,2,0,1,1,Not Selected,0,Room_Type 1,2,2018,6,4,Online,0,0,0,119.0,1,Not_Canceled
8717,INN08718,2,0,1,4,Meal Plan 1,0,Room_Type 2,33,2018,9,12,Online,0,0,0,124.25,0,Canceled
55,INN00056,2,0,1,3,Meal Plan 1,0,Room_Type 1,100,2018,5,19,Online,0,0,0,136.0,1,Not_Canceled
17022,INN17023,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0,Not_Canceled
302,INN00303,2,0,2,1,Meal Plan 1,0,Room_Type 1,68,2018,1,2,Offline,1,1,0,63.0,1,Not_Canceled
22195,INN22196,2,0,1,3,Meal Plan 1,0,Room_Type 1,139,2018,5,5,Online,0,0,0,99.45,2,Not_Canceled
14178,INN14179,2,0,0,1,Meal Plan 1,0,Room_Type 1,27,2018,5,18,Offline,0,0,0,112.8,0,Not_Canceled
13568,INN13569,2,0,0,1,Meal Plan 1,0,Room_Type 1,17,2017,9,11,Online,0,0,0,76.81,1,Canceled
29721,INN29722,2,0,1,0,Meal Plan 1,0,Room_Type 1,4,2018,12,26,Online,0,0,0,98.0,1,Not_Canceled
4432,INN04433,2,0,2,1,Meal Plan 2,0,Room_Type 1,150,2018,1,2,Offline,0,0,0,101.0,0,Not_Canceled
19262,INN19263,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,89.0,0,Canceled
10478,INN10479,2,0,1,0,Not Selected,0,Room_Type 1,57,2018,8,29,Online,0,0,0,99.0,1,Not_Canceled
5240,INN05241,2,0,0,1,Meal Plan 1,0,Room_Type 1,20,2018,6,2,Online,0,0,0,121.0,0,Canceled
22574,INN22575,1,0,0,3,Not Selected,0,Room_Type 1,134,2018,5,17,Online,0,0,0,94.5,0,Canceled
10488,INN10489,2,0,2,2,Meal Plan 2,0,Room_Type 4,48,2018,10,15,Online,0,0,0,173.7,2,Not_Canceled
23321,INN23322,2,0,1,2,Meal Plan 1,0,Room_Type 1,168,2018,4,22,Offline,0,0,0,85.0,0,Canceled
23624,INN23625,2,0,0,1,Not Selected,0,Room_Type 1,5,2018,4,19,Online,0,0,0,89.0,0,Not_Canceled
16282,INN16283,2,0,1,0,Meal Plan 1,0,Room_Type 5,151,2018,6,27,Offline,0,0,0,200.0,0,Canceled
26329,INN26330,2,0,4,9,Not Selected,0,Room_Type 1,0,2017,8,19,Online,0,0,0,85.92,1,Not_Canceled
27693,INN27694,2,3,0,2,Meal Plan 1,0,Room_Type 7,114,2018,8,2,Online,0,0,0,266.3,0,Canceled
18777,INN18778,2,0,1,2,Meal Plan 1,0,Room_Type 1,137,2018,12,9,Online,0,0,0,90.0,1,Not_Canceled
16907,INN16908,2,0,0,1,Meal Plan 1,0,Room_Type 1,151,2018,7,15,Online,0,0,0,105.3,1,Canceled
13716,INN13717,2,0,1,3,Meal Plan 1,0,Room_Type 1,163,2018,8,8,Online,0,0,0,78.96,1,Not_Canceled
23061,INN23062,2,0,1,2,Meal Plan 1,1,Room_Type 1,7,2018,8,12,Online,0,0,0,175.67,1,Not_Canceled
21969,INN21970,3,0,0,4,Meal Plan 1,0,Room_Type 4,20,2018,3,9,Online,0,0,0,129.5,4,Not_Canceled
21508,INN21509,2,0,1,0,Not Selected,1,Room_Type 1,1,2018,11,28,Online,0,0,0,97.0,1,Not_Canceled
23954,INN23955,0,2,2,3,Meal Plan 1,0,Room_Type 2,216,2018,10,23,Online,0,0,0,83.83,3,Not_Canceled
11314,INN11315,3,0,0,3,Meal Plan 1,0,Room_Type 4,36,2018,4,28,Online,0,0,0,152.4,2,Not_Canceled
28732,INN28733,2,0,2,1,Not Selected,0,Room_Type 1,25,2018,7,9,Online,0,0,0,139.0,0,Canceled
10161,INN10162,3,0,1,5,Meal Plan 2,0,Room_Type 4,179,2018,8,15,Online,0,0,0,179.92,0,Canceled
4188,INN04189,3,0,2,1,Meal Plan 1,0,Room_Type 1,84,2018,6,26,Online,0,0,0,103.72,2,Not_Canceled
33434,INN33435,2,0,0,2,Not Selected,0,Room_Type 1,9,2018,3,29,Online,0,0,0,89.0,1,Not_Canceled
18271,INN18272,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,2018,2,19,Corporate,0,0,0,81.0,0,Not_Canceled
24071,INN24072,2,0,2,1,Meal Plan 1,0,Room_Type 1,79,2018,12,18,Online,0,0,0,102.6,1,Not_Canceled
22415,INN22416,1,0,1,2,Meal Plan 1,0,Room_Type 1,204,2017,10,2,Online,0,0,0,59.07,0,Canceled
11637,INN11638,2,0,0,3,Meal Plan 1,0,Room_Type 1,48,2017,10,1,Online,0,0,0,105.9,1,Not_Canceled
6090,INN06091,1,0,1,0,Meal Plan 1,0,Room_Type 1,13,2018,12,5,Online,0,0,0,96.0,0,Not_Canceled
6238,INN06239,2,0,2,5,Meal Plan 1,0,Room_Type 4,105,2018,10,6,Online,0,0,0,132.3,2,Not_Canceled
15183,INN15184,2,0,1,3,Meal Plan 1,0,Room_Type 1,153,2018,7,4,Online,0,0,0,133.88,2,Canceled
24214,INN24215,1,0,0,1,Meal Plan 1,0,Room_Type 1,55,2018,7,7,Corporate,0,0,0,79.0,0,Not_Canceled
17144,INN17145,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,3,9,Corporate,1,1,5,65.0,0,Not_Canceled
6254,INN06255,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,2018,6,12,Online,0,0,0,120.0,0,Canceled
12015,INN12016,1,2,0,1,Meal Plan 1,0,Room_Type 4,1,2018,8,2,Online,0,0,0,181.0,1,Not_Canceled
4300,INN04301,2,0,2,2,Meal Plan 1,0,Room_Type 4,3,2018,12,23,Online,0,0,0,93.63,2,Not_Canceled
5569,INN05570,2,0,2,3,Meal Plan 1,0,Room_Type 1,12,2018,12,3,Online,0,0,0,89.59,0,Not_Canceled
14388,INN14389,1,0,2,1,Meal Plan 2,0,Room_Type 1,3,2017,8,22,Offline,0,0,0,36.25,0,Not_Canceled
7941,INN07942,2,0,0,1,Meal Plan 1,0,Room_Type 1,61,2018,5,14,Online,0,0,0,126.9,1,Not_Canceled
27169,INN27170,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,9,17,Corporate,0,0,0,135.0,0,Not_Canceled
19963,INN19964,2,0,0,1,Not Selected,0,Room_Type 1,3,2018,2,13,Online,0,0,0,60.83,1,Not_Canceled
21833,INN21834,2,0,0,3,Meal Plan 1,0,Room_Type 4,2,2018,5,26,Online,0,0,0,176.0,1,Not_Canceled
19856,INN19857,2,0,1,3,Not Selected,0,Room_Type 1,6,2018,12,15,Online,0,0,0,66.3,0,Not_Canceled
4854,INN04855,2,0,2,3,Meal Plan 1,0,Room_Type 1,19,2017,12,5,Online,1,1,0,69.0,0,Not_Canceled
4637,INN04638,2,0,1,0,Not Selected,0,Room_Type 1,23,2018,9,12,Online,0,0,0,68.53,1,Not_Canceled
31703,INN31704,2,0,1,4,Meal Plan 1,1,Room_Type 1,6,2018,3,14,Online,0,0,0,118.0,1,Not_Canceled
28920,INN28921,2,0,2,1,Meal Plan 1,0,Room_Type 1,138,2018,4,23,Offline,0,0,0,71.0,0,Not_Canceled
17715,INN17716,2,0,1,1,Meal Plan 1,0,Room_Type 1,32,2018,12,17,Complementary,0,0,0,0.0,1,Not_Canceled
10209,INN10210,3,0,0,5,Meal Plan 1,0,Room_Type 4,107,2018,6,28,Online,0,0,0,146.7,2,Not_Canceled
23386,INN23387,1,0,0,1,Meal Plan 1,0,Room_Type 1,68,2017,12,2,Corporate,0,0,0,65.0,2,Not_Canceled
25934,INN25935,2,0,2,1,Meal Plan 1,0,Room_Type 1,76,2018,4,2,Online,0,0,0,87.3,1,Not_Canceled
6941,INN06942,1,0,1,3,Meal Plan 1,0,Room_Type 1,33,2018,11,7,Online,0,0,0,143.28,0,Not_Canceled
8017,INN08018,2,0,0,1,Not Selected,0,Room_Type 1,4,2018,12,15,Online,0,0,0,78.0,2,Not_Canceled
6949,INN06950,2,0,2,2,Meal Plan 1,0,Room_Type 1,180,2018,11,27,Online,0,0,0,85.0,0,Canceled
13051,INN13052,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Offline,0,0,0,130.0,0,Canceled
15781,INN15782,2,2,1,3,Meal Plan 1,0,Room_Type 6,195,2018,7,18,Online,0,0,0,158.95,0,Canceled
26698,INN26699,3,0,1,1,Meal Plan 1,0,Room_Type 4,59,2018,9,24,Online,0,0,0,168.3,0,Canceled
12173,INN12174,2,2,0,2,Meal Plan 1,0,Room_Type 6,20,2018,8,10,Online,0,0,0,231.0,1,Not_Canceled
1252,INN01253,1,0,0,1,Meal Plan 1,0,Room_Type 1,6,2018,8,17,Corporate,0,0,0,79.0,0,Not_Canceled
15254,INN15255,2,0,0,2,Not Selected,0,Room_Type 1,12,2018,1,15,Online,0,0,0,77.0,1,Not_Canceled
19758,INN19759,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,115.0,1,Canceled
19198,INN19199,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,2,13,Corporate,0,0,0,79.0,0,Not_Canceled
22928,INN22929,2,0,0,3,Meal Plan 1,0,Room_Type 1,57,2018,12,8,Online,0,0,0,93.6,1,Not_Canceled
24285,INN24286,2,0,0,1,Meal Plan 1,0,Room_Type 1,173,2018,8,4,Online,0,0,0,105.3,0,Canceled
8427,INN08428,2,0,0,3,Meal Plan 1,0,Room_Type 1,104,2018,6,9,Online,0,0,0,126.9,0,Canceled
32049,INN32050,3,0,0,3,Meal Plan 1,0,Room_Type 1,93,2018,6,8,Online,0,0,0,159.3,0,Canceled
28538,INN28539,2,0,0,2,Meal Plan 1,0,Room_Type 1,48,2018,9,14,Offline,0,0,0,130.0,0,Not_Canceled
14489,INN14490,2,0,0,4,Meal Plan 1,0,Room_Type 4,50,2017,11,10,Offline,0,0,0,69.0,0,Not_Canceled
7239,INN07240,2,0,0,1,Meal Plan 1,0,Room_Type 4,0,2018,2,10,Online,0,0,0,106.0,2,Not_Canceled
26657,INN26658,3,0,2,1,Meal Plan 1,0,Room_Type 1,205,2018,5,29,Offline,0,0,0,125.0,0,Canceled
4544,INN04545,2,0,1,2,Meal Plan 2,0,Room_Type 1,105,2017,10,12,Online,0,0,0,110.0,0,Canceled
21949,INN21950,2,0,0,1,Meal Plan 1,0,Room_Type 1,37,2018,6,29,Offline,0,0,0,85.5,0,Not_Canceled
17100,INN17101,1,0,0,3,Meal Plan 1,0,Room_Type 1,176,2018,9,8,Offline,0,0,0,116.1,0,Canceled
34816,INN34817,3,0,0,1,Meal Plan 1,0,Room_Type 4,48,2018,9,2,Online,0,0,0,142.2,2,Not_Canceled
13456,INN13457,2,0,2,4,Meal Plan 1,0,Room_Type 4,43,2018,10,15,Online,0,0,0,145.2,1,Not_Canceled
32201,INN32202,2,1,0,3,Meal Plan 1,0,Room_Type 1,94,2018,12,6,Online,0,0,0,109.8,0,Canceled
4809,INN04810,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,2018,5,19,Offline,1,0,11,45.0,2,Not_Canceled
10916,INN10917,3,0,1,2,Meal Plan 1,0,Room_Type 4,58,2018,6,10,Online,0,0,0,158.53,2,Not_Canceled
3636,INN03637,2,0,1,3,Not Selected,0,Room_Type 1,120,2018,5,2,Online,0,0,0,89.25,1,Canceled
23524,INN23525,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,115.0,1,Canceled
23574,INN23575,2,0,2,5,Meal Plan 1,0,Room_Type 1,150,2018,3,19,Offline,0,0,0,41.43,2,Not_Canceled
15106,INN15107,2,0,2,5,Meal Plan 1,0,Room_Type 1,81,2018,3,23,Online,0,0,0,89.31,0,Not_Canceled
9860,INN09861,2,0,0,1,Not Selected,0,Room_Type 1,11,2018,1,28,Online,0,0,0,62.83,1,Not_Canceled
36218,INN36219,2,0,2,5,Meal Plan 1,0,Room_Type 4,90,2018,3,20,Online,0,0,0,89.74,1,Canceled
18384,INN18385,2,0,2,2,Meal Plan 1,0,Room_Type 4,38,2018,9,10,Online,0,0,0,149.4,0,Canceled
12763,INN12764,2,0,0,1,Meal Plan 1,0,Room_Type 1,11,2018,2,13,Online,0,0,0,91.0,1,Not_Canceled
29189,INN29190,2,0,1,2,Meal Plan 1,0,Room_Type 1,267,2018,9,30,Offline,0,0,0,95.0,0,Canceled
404,INN00405,2,0,0,1,Not Selected,0,Room_Type 1,23,2018,4,8,Online,0,0,0,98.0,0,Not_Canceled
384,INN00385,2,0,2,1,Meal Plan 1,0,Room_Type 1,91,2018,6,19,Online,0,0,0,135.9,0,Canceled
8702,INN08703,2,0,0,1,Not Selected,0,Room_Type 1,30,2018,11,4,Online,0,0,0,80.47,1,Canceled
10344,INN10345,3,0,0,1,Meal Plan 1,0,Room_Type 4,54,2018,9,1,Online,0,0,0,142.2,2,Not_Canceled
18017,INN18018,2,0,1,2,Meal Plan 1,0,Room_Type 1,145,2018,9,19,Offline,0,0,0,80.75,0,Not_Canceled
20384,INN20385,2,0,2,2,Meal Plan 1,0,Room_Type 1,86,2018,4,9,Offline,0,0,0,80.75,1,Not_Canceled
21168,INN21169,2,2,2,2,Meal Plan 1,0,Room_Type 7,4,2018,4,8,Online,0,0,0,221.39,2,Not_Canceled
6938,INN06939,1,0,0,1,Not Selected,0,Room_Type 1,0,2018,3,17,Online,0,0,0,97.0,1,Not_Canceled
6970,INN06971,2,0,2,1,Meal Plan 2,0,Room_Type 1,124,2017,8,8,Online,0,0,0,94.5,0,Canceled
20309,INN20310,2,0,0,1,Meal Plan 1,0,Room_Type 1,85,2018,2,13,Online,0,0,0,87.0,0,Canceled
4158,INN04159,2,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,4,7,Online,0,0,0,101.0,1,Not_Canceled
23833,INN23834,2,1,1,3,Meal Plan 1,0,Room_Type 1,20,2018,12,22,Online,0,0,0,88.4,0,Not_Canceled
8415,INN08416,2,0,1,1,Not Selected,0,Room_Type 1,18,2018,12,31,Online,0,0,0,129.0,1,Not_Canceled
34961,INN34962,2,0,1,3,Meal Plan 1,0,Room_Type 1,116,2018,5,19,Online,0,0,0,136.0,1,Canceled
27712,INN27713,2,0,2,3,Meal Plan 1,0,Room_Type 4,107,2018,5,7,Offline,0,0,0,90.95,0,Not_Canceled
1015,INN01016,3,0,0,4,Meal Plan 1,0,Room_Type 1,71,2018,12,6,Offline,0,0,0,105.0,0,Not_Canceled
29548,INN29549,2,0,0,2,Meal Plan 2,0,Room_Type 4,64,2018,7,14,Online,0,0,0,153.0,0,Canceled
23793,INN23794,2,0,1,2,Meal Plan 1,0,Room_Type 4,26,2018,5,20,Online,0,0,0,158.33,0,Canceled
19255,INN19256,2,0,0,3,Meal Plan 1,0,Room_Type 1,36,2018,2,11,Offline,0,0,0,64.0,0,Not_Canceled
9,INN00010,2,0,0,5,Meal Plan 1,0,Room_Type 4,44,2018,10,18,Online,0,0,0,133.44,3,Not_Canceled
10136,INN10137,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,75.0,0,Not_Canceled
