lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,no_of_adults,booking_status
71,1,142.55481921790246,5,1,4,1,2,0,2,0
33,0,119.77726375918606,3,10,4,7,2,0,2,0
119,0,164.30730590654977,9,15,4,2,1,1,2,0
189,0,102.7309748640058,8,25,3,3,1,0,2,0
189,0,100.72640703840528,9,5,4,1,1,1,2,0
245,0,110.0,7,6,3,4,2,0,1,0
142,0,84.25502402804305,6,28,4,2,0,3,2,0
226,0,133.41920867284315,9,10,3,3,0,1,1,0
304,0,89.0,11,3,3,2,0,0,2,0
275,0,90.0,10,5,3,4,1,0,2,0
237,0,78.35970882516555,12,30,4,1,1,2,2,0
25,0,101.2675799092785,10,10,4,1,0,3,1,0
31,0,103.94044439924575,8,28,4,0,1,1,1,0
23,0,154.29976607765965,5,27,4,1,1,0,2,0
59,0,100.6638377351292,10,4,4,1,0,1,2,0
96,0,122.39850033995772,9,26,4,3,0,0,2,0
56,0,84.0050547291289,3,15,4,0,1,1,2,0
35,0,92.03093174750964,4,25,4,1,1,0,2,0
60,0,48.887291553473865,8,20,3,1,1,0,2,0
96,1,122.47024402669207,8,27,4,2,0,0,2,0
57,0,119.79208793144946,8,10,4,3,1,0,2,0
151,0,82.83134841292964,6,26,4,2,2,1,1,0
3,0,121.98596705204727,8,20,4,1,0,0,2,0
67,0,122.36766975744396,5,10,4,2,0,0,1,0
178,1,108.81010201637862,9,1,4,1,1,0,2,0
262,0,111.42422942110746,7,22,4,2,0,2,2,0
79,0,85.28151972778792,4,7,4,2,0,2,2,0
346,0,73.13065512676437,11,27,3,3,0,2,1,0
75,0,84.19184186252623,4,11,4,2,0,3,2,0
17,0,178.11592999957247,6,15,4,1,0,0,3,0
80,0,94.20450932504158,4,25,4,1,1,0,2,0
174,1,115.63137014989987,5,22,4,2,0,0,2,0
179,0,127.95614644531952,7,30,4,1,0,0,2,0
20,1,135.89875761459658,8,18,4,0,1,3,2,0
30,0,70.13826506853246,2,24,4,2,0,3,2,0
63,0,149.4,8,11,4,1,1,0,2,0
54,0,119.47569268428995,7,3,4,4,1,0,2,0
64,0,168.53465937501443,7,7,4,0,1,0,2,0
179,0,130.0495629453157,7,29,4,2,0,0,2,0
117,0,109.8102440017696,5,17,4,3,0,0,2,0
59,0,93.86722580094674,6,9,4,3,0,0,2,0
33,1,127.22767038127911,9,10,4,1,0,1,2,0
29,0,104.32399922962297,3,3,4,1,0,0,2,0
50,0,99.0,7,26,4,1,0,1,2,0
46,0,112.5297743349755,3,18,4,2,0,0,2,0
44,0,125.99272091549052,10,3,4,1,1,0,2,0
256,0,113.96115136583651,6,15,3,1,0,1,2,0
194,0,92.36131036947644,8,9,4,2,0,0,2,0
287,0,89.25830537105533,10,15,4,0,0,0,2,0
20,1,91.0,2,20,4,0,1,0,2,0
170,0,105.3,8,4,4,1,0,0,2,0
71,0,100.96256090994112,4,3,4,1,1,0,2,0
40,0,155.22126319075934,11,31,4,2,1,1,2,0
292,0,111.00360372010245,7,21,3,2,0,1,2,0
291,0,86.8536282981536,11,1,4,2,1,0,2,0
68,0,108.97298416105586,4,23,4,3,2,0,2,0
277,0,94.96942681943872,6,12,4,1,0,0,2,0
245,0,110.2926999302438,6,7,3,1,1,0,2,0
101,0,106.12931151813284,6,3,4,4,1,2,1,0
10,0,130.24054617507815,4,8,4,1,0,0,2,0
27,0,121.12192185581897,8,17,4,2,1,0,2,0
179,0,82.56228100924928,8,26,4,2,1,0,1,0
49,0,98.70437320962425,3,26,4,2,0,0,2,0
154,0,81.51302786924363,7,27,4,4,2,0,0,0
67,0,73.19569684421091,2,12,4,1,1,0,2,0
179,0,127.76702428840143,8,30,4,2,0,0,2,0
115,0,120.25680511707009,7,4,4,2,0,0,2,0
91,0,138.25185008027358,6,2,4,1,0,0,2,0
187,0,94.55185542903183,8,27,4,4,2,0,2,0
22,0,91.0,2,12,4,1,0,0,2,0
196,0,96.94314573409494,8,23,4,4,1,0,2,0
31,0,123.97723403125059,4,15,4,1,0,2,2,0
214,0,71.4144561755535,11,28,4,4,0,1,0,0
123,0,76.16450753747714,7,13,4,0,0,0,2,0
190,0,112.26674751484303,5,4,3,2,1,0,1,0
207,0,78.14889081234666,5,18,4,4,2,0,2,0
40,0,144.95111207457305,8,25,4,3,0,0,2,0
207,0,101.60883813716406,8,22,4,3,0,0,2,0
194,0,86.84741718941234,7,9,3,1,1,0,0,0
301,1,115.0,7,30,3,1,1,1,2,0
103,0,73.27439956177203,9,5,3,1,1,0,2,0
26,0,119.94351052102115,9,18,4,3,2,0,2,0
122,0,85.0,4,15,3,2,0,0,2,0
35,0,93.45666946506539,4,17,4,1,1,0,1,0
11,0,150.4953479334607,8,13,4,1,2,0,2,0
176,0,125.92851080190451,8,13,4,1,0,0,1,0
315,0,160.0,9,30,3,2,1,1,2,0
244,0,74.96648020052326,6,17,3,2,0,0,2,0
190,0,102.94058530366051,7,27,3,3,2,0,2,0
88,0,131.86229547883636,5,19,4,1,1,0,2,0
247,1,114.01336553677838,6,6,3,1,1,1,2,0
179,0,124.71003482617849,8,30,4,2,2,0,2,0
30,0,151.12424047355125,9,12,4,1,1,0,2,0
100,0,72.25,11,18,4,3,1,0,2,0
19,0,89.67088764663353,3,21,4,0,1,0,2,0
129,0,106.1005100071234,8,8,4,1,0,3,1,0
36,1,99.0,9,2,4,1,0,3,2,0
163,0,110.0,9,6,3,3,0,0,1,0
237,0,90.45422886881917,6,14,3,2,0,0,1,0
90,0,80.2546732892965,4,4,3,2,0,0,2,0
192,0,94.53404591298727,8,8,4,3,0,0,2,0
173,0,104.91759490104815,8,3,4,1,0,0,2,0
113,0,121.18868493808843,10,17,4,3,0,0,2,0
43,0,32.55987444412729,1,23,2,3,1,0,2,0
61,0,123.13515943358566,6,10,4,3,0,0,2,0
100,0,151.75420520830687,8,24,4,3,0,0,2,0
147,0,138.4073591087825,8,16,4,4,1,0,2,0
219,0,96.95030510937633,9,28,4,1,2,0,2,0
57,0,146.78258108278092,3,27,4,1,2,0,2,0
239,0,90.70813046554126,6,14,4,2,0,0,1,0
89,0,61.37186194959676,7,25,4,2,1,0,1,0
183,1,99.22126820031066,7,8,4,3,0,0,2,0
25,0,108.58159224064421,8,12,4,0,0,0,1,0
112,0,119.90131614312953,7,11,3,3,1,0,1,0
90,0,166.84639193043856,10,5,4,1,1,0,2,0
295,0,163.0163454909299,9,24,3,3,1,0,2,0
167,1,105.19209801587456,7,29,4,1,0,0,2,0
134,0,118.85597192773085,6,9,4,4,1,0,2,0
292,0,113.59436474256792,7,21,3,2,0,1,2,0
38,0,130.10424595795803,5,5,4,1,1,0,2,0
245,1,81.77,9,11,4,1,0,0,2,0
22,0,180.87449311054894,2,3,4,1,1,0,2,0
175,0,95.7749065418098,7,24,4,2,0,0,1,0
76,0,137.0160174017291,5,21,4,1,2,0,2,0
28,0,112.11177234511145,4,12,4,1,0,0,2,0
7,0,108.27038149839186,4,10,4,2,0,0,1,0
179,0,83.99502966447947,8,26,4,2,1,1,1,0
53,0,149.51002510548884,7,8,4,1,0,0,3,0
38,1,147.3859500977321,9,22,4,2,0,0,2,0
225,0,104.22504944780349,9,4,3,3,0,0,2,0
271,0,109.34133864506023,5,18,3,2,0,0,2,0
260,0,113.50951213710484,8,22,3,2,0,2,2,0
262,0,110.60866454118292,9,21,3,2,0,0,2,0
167,0,99.82962552346666,8,16,4,4,1,0,2,0
443,0,65.0,4,29,3,1,0,0,2,0
30,0,81.9,2,12,4,1,0,0,2,0
23,0,93.40192486165226,3,19,4,1,0,0,1,0
260,0,112.28889800008356,9,21,4,2,0,2,2,0
103,0,141.28594559127424,7,18,4,3,1,0,3,0
16,0,217.03344244228268,4,29,4,2,0,0,2,0
152,0,97.48880606079936,8,22,4,5,2,0,2,0
30,0,118.27603626516056,4,23,4,1,0,0,2,0
96,0,150.81917164301942,9,20,4,1,0,0,3,0
34,0,64.09987550555624,6,12,2,2,0,0,1,0
177,0,117.38632362808359,7,25,3,2,0,0,2,0
127,0,138.01085090155485,8,23,4,4,1,0,2,0
179,0,127.60677370128298,8,29,4,1,0,0,1,0
96,0,71.76255219434343,10,28,4,1,0,0,2,0
32,1,159.01971771922604,10,4,4,4,0,1,1,0
32,0,133.461739965461,6,15,4,0,0,0,2,0
207,1,106.17080089855753,5,4,4,3,0,0,2,0
179,0,127.20715412514568,8,30,4,2,1,0,2,0
55,0,139.97906268835632,7,17,4,2,0,0,1,0
187,0,91.47665154526275,8,26,4,3,2,0,2,0
15,0,155.72613477153115,11,6,4,4,0,0,1,0
36,0,66.65775447471556,2,22,3,2,2,0,2,0
179,0,84.09230133581188,7,17,4,0,1,3,2,0
47,0,99.48363116839639,4,11,4,0,0,0,1,0
112,0,120.2193243223243,6,2,4,2,0,0,2,0
26,1,150.96713441302734,8,22,4,1,0,0,2,0
4,0,65.0,8,10,2,0,0,0,1,0
198,0,89.75203655261544,8,9,4,2,0,0,2,0
238,0,113.49370160937468,6,16,3,1,0,0,2,0
25,0,139.0,7,8,4,1,1,3,2,0
22,0,248.7075276426967,8,26,4,1,0,0,2,0
164,0,150.4895739433947,9,2,4,2,2,0,3,0
102,0,113.11051137431045,5,4,4,3,0,0,2,0
180,2,127.87572781001874,7,26,4,1,0,0,2,0
100,0,95.56740015607016,6,16,3,1,0,0,2,0
146,0,139.89264866007267,8,25,4,1,1,0,2,0
187,0,111.81728308072469,8,28,4,0,1,0,2,0
266,0,63.2012498333728,7,17,4,4,0,1,2,0
181,0,114.26506819157338,8,10,4,3,1,0,2,0
36,0,103.75297311725654,11,9,4,1,0,0,1,0
181,2,128.3772530893802,7,27,4,1,0,0,2,0
31,1,159.8226496018776,8,4,4,3,0,0,2,0
9,0,90.35081910933502,4,14,2,2,0,0,2,0
69,0,121.58561368903676,5,15,4,4,1,0,2,0
31,0,155.0561159701909,9,16,4,1,2,0,1,0
77,0,152.09107175894042,6,17,4,2,0,0,2,0
234,0,90.12543562422411,9,14,4,2,0,0,1,0
184,0,107.34559619143839,10,4,4,2,0,0,2,0
79,0,145.19976191204034,6,19,4,1,0,0,2,0
216,1,177.3,8,5,4,1,0,0,2,0
177,0,100.04772738687913,6,3,3,2,0,0,2,0
121,0,113.66814277437875,5,21,4,3,1,0,2,0
27,0,116.9613072261546,7,18,3,0,1,0,2,0
155,0,133.86823196554883,10,6,3,1,0,0,2,0
272,0,95.7046507385845,6,23,4,2,0,0,2,0
30,0,115.23464524346714,5,2,4,0,0,0,2,0
193,0,130.21510927684605,7,4,3,1,1,0,2,0
40,0,126.35408539647129,5,9,4,1,0,0,2,0
259,0,88.40918073495317,10,4,3,3,0,0,2,0
224,0,96.3,8,10,4,2,0,0,2,0
218,0,178.73101246316827,8,6,4,1,0,0,2,0
34,0,65.0,7,17,2,1,0,0,1,0
243,0,74.44184923967893,8,20,4,2,0,0,2,0
315,0,160.0,9,30,3,2,1,1,2,0
58,0,198.9,5,16,4,2,0,0,2,0
40,0,125.73348664725123,10,2,4,2,1,0,1,0
260,0,112.85185603928458,9,21,3,2,0,2,2,0
83,0,90.3330758457761,7,21,4,1,0,0,1,0
63,0,168.3539478032213,7,7,4,0,1,0,2,0
176,0,125.55074685344515,8,14,4,1,0,0,1,0
187,0,92.40475829013587,8,26,4,3,2,0,2,0
11,0,183.04091442340558,6,16,4,1,0,0,2,0
133,0,88.2770915108,7,12,3,2,0,0,2,0
21,0,153.534566059342,10,17,4,2,0,0,2,0
59,1,102.8112390294831,11,7,4,2,1,0,1,0
28,0,114.93895359415696,4,17,4,1,1,0,2,0
100,0,69.79788856041938,8,26,3,2,2,0,2,0
71,0,89.15399618960697,9,16,4,2,0,0,2,0
291,0,88.2073313711866,11,15,4,3,0,0,2,0
34,0,124.85220147925162,4,24,4,1,1,1,2,0
49,0,139.26609473665317,3,17,4,2,1,0,2,0
255,0,85.3566028616533,9,10,3,3,0,2,2,0
118,0,96.07992444034453,4,15,3,1,1,0,2,0
28,0,148.67357197423252,3,31,4,3,0,0,2,0
325,0,72.20340187628297,7,22,3,2,0,1,2,0
97,0,91.84676579306716,10,22,4,2,1,0,1,0
173,0,80.3000341475942,7,7,4,4,1,2,2,0
238,0,81.28114054128706,12,31,4,1,1,1,2,0
105,0,122.5025770417891,8,23,4,3,0,0,2,0
18,0,137.7032917004163,7,4,4,3,0,3,2,0
176,0,153.47528555496646,9,1,4,2,0,0,3,0
109,0,94.62619465135427,6,24,3,1,1,0,2,0
54,0,127.69820707318462,3,21,4,2,2,0,3,0
148,0,84.51839411702625,8,28,4,0,1,3,2,0
439,0,71.58613362330584,4,28,3,1,0,0,2,0
109,0,118.05542806523648,8,15,4,3,0,0,2,0
16,0,177.1467032585069,6,16,4,2,0,0,3,0
53,0,149.40729999106847,4,27,4,1,2,0,2,0
25,0,139.0,7,8,4,1,1,3,2,0
135,0,138.9422113743255,11,26,4,3,1,0,2,0
250,0,74.53489253893879,8,17,4,3,0,0,2,0
44,0,97.13297029095665,5,16,4,1,0,0,1,0
54,0,141.85201485991084,4,15,4,3,2,0,2,0
62,0,121.25833772373281,7,25,4,4,1,0,2,0
290,0,71.7189718398494,6,17,3,2,1,0,1,0
147,0,138.04300375813202,8,17,4,4,1,0,3,0
53,0,125.40730921525076,9,25,4,0,1,2,2,0
1,0,126.04927191437439,9,4,4,0,1,0,2,0
68,0,121.00688121273919,5,9,3,3,0,0,1,0
131,0,139.98926905478368,7,30,4,4,1,0,2,0
101,0,101.1779439693582,10,14,4,2,0,0,2,0
211,0,133.65335174457428,9,24,2,1,0,0,1,0
61,0,118.13147428222022,4,20,4,2,0,0,2,0
133,0,85.68643182608096,5,8,4,3,0,0,2,0
33,0,101.74362418847458,8,28,4,0,1,3,1,0
72,0,87.31446735384193,11,18,4,1,0,1,1,0
255,0,100.62220424314823,8,9,4,4,0,0,2,0
122,0,113.89166572108624,5,21,4,3,1,0,2,0
138,0,84.41903254158974,10,28,4,3,1,0,2,0
34,0,67.5,2,9,4,3,0,3,2,0
182,0,67.49921313293927,10,19,3,1,0,0,2,0
79,0,74.88977125000415,3,15,3,3,0,0,2,0
22,0,168.84349146829493,4,8,4,1,1,0,2,0
35,0,162.025474656371,5,18,4,2,0,0,2,0
116,0,96.48695222996481,7,6,3,1,2,0,2,0
273,0,110.0,4,17,3,1,1,0,2,0
132,0,125.96840756035392,8,15,4,3,0,0,2,0
61,0,194.7205666373262,7,9,4,2,0,0,2,0
206,0,85.24461715640085,6,29,4,1,2,1,2,0
190,0,110.98115213411769,5,5,4,2,1,0,2,0
168,0,97.30063237295445,7,18,4,4,1,0,2,0
206,0,96.6857048316522,7,23,4,4,0,0,2,0
122,0,84.66620997894596,4,14,3,1,0,0,2,0
41,0,155.36879246885954,3,1,4,1,0,0,2,0
79,0,81.92296455626374,4,2,4,0,1,0,1,0
25,0,91.0,2,19,4,1,0,0,2,0
99,0,107.90751746651331,9,15,4,1,0,0,2,0
118,0,140.29439738794662,7,19,4,4,1,0,2,0
80,0,97.3050278389433,5,26,4,0,1,0,2,0
30,0,135.9,8,12,4,1,0,0,2,0
28,0,224.55817167340922,7,23,4,2,0,0,2,0
263,0,109.80543004304597,9,21,3,2,0,0,2,0
22,0,138.92918580544068,8,26,4,2,1,0,2,0
73,0,135.72165575162745,5,23,4,2,1,0,2,0
264,0,109.21670201704396,6,23,3,2,0,0,2,0
149,1,170.6933560556891,7,8,4,1,2,0,3,0
308,0,51.52628288588877,10,24,3,2,0,0,1,0
37,0,135.9,5,7,4,1,0,0,2,0
151,0,99.04048261320452,8,21,4,4,2,0,1,0
38,0,59.24435097761414,2,21,3,1,0,1,2,0
83,0,84.8669980874918,4,6,4,3,0,0,2,0
208,0,77.3226984356676,5,20,3,4,2,0,2,0
219,0,172.3257921475924,8,16,3,1,1,0,2,0
21,0,129.0,4,21,4,0,1,3,2,0
207,0,103.78977368466832,8,28,4,4,1,0,1,0
248,0,124.25015465843529,8,6,4,2,0,0,2,0
383,1,115.0,10,20,3,0,1,1,2,0
94,0,185.50573111871128,7,17,4,2,1,0,2,0
179,0,85.5,8,25,4,2,0,3,2,0
19,0,148.55136831726577,9,24,4,1,0,2,2,0
29,0,136.42990284750462,7,8,4,1,0,0,2,0
235,0,84.6178392905059,9,14,4,2,1,0,1,0
21,0,139.0,7,4,4,4,0,3,2,0
53,0,140.6948821706099,5,17,4,2,0,0,1,0
105,0,123.13763361183939,9,25,4,3,0,0,2,0
13,0,112.82068827732179,3,5,4,2,0,0,2,0
168,1,127.30574896935478,9,1,4,1,0,0,2,0
63,1,144.43197082940634,4,13,4,3,0,0,2,0
233,1,77.53362427794322,9,27,4,3,0,1,1,0
16,0,152.32384335825128,5,26,4,1,1,0,1,0
232,1,137.94578840138917,9,5,3,2,0,0,2,0
179,0,127.32086309956752,8,29,4,1,1,0,2,0
95,0,91.0280218696804,4,8,4,1,0,0,1,0
27,0,149.9397226373793,7,24,4,1,0,0,2,0
116,0,61.27840344346593,2,28,3,1,2,0,1,0
88,0,136.50956791557613,8,2,4,1,0,0,2,0
103,1,108.41665538477754,10,9,4,0,0,2,2,0
47,0,78.84470571465673,9,11,4,2,1,3,2,0
54,1,134.36473032735773,8,11,4,0,1,2,2,0
31,0,103.8335030332108,8,28,4,0,1,1,1,0
19,0,156.50622472269075,6,7,4,1,0,0,1,0
254,1,84.3252177223771,9,11,4,3,0,2,2,0
301,1,115.0,7,30,3,1,1,1,2,0
161,0,79.22598156660797,8,26,4,2,0,0,1,0
129,0,127.05472310891933,6,2,4,3,0,0,2,0
367,0,90.58325239231256,10,8,3,1,0,0,1,0
63,0,139.97400416584526,5,16,2,1,0,0,2,0
265,0,109.0,6,24,3,2,0,1,2,0
115,0,85.83921628452892,4,27,3,7,3,2,2,0
36,0,96.82962637231506,10,3,4,1,0,3,2,0
80,0,75.49980122432864,4,22,3,2,2,0,2,0
269,0,111.93898780164895,9,4,4,1,0,0,2,0
171,0,102.37859875992855,7,23,4,2,0,0,2,0
42,0,64.86660141238771,2,22,3,3,0,0,2,0
11,0,122.37619590518504,5,8,4,1,0,0,2,0
279,0,109.12831659390193,9,12,3,2,0,0,2,0
9,0,173.11705237355264,3,25,4,2,0,0,2,0
142,0,85.45212164570378,6,27,4,2,0,2,2,0
224,0,78.28783590082476,12,29,4,3,2,1,2,0
314,0,79.06522344328044,8,21,3,3,0,0,2,0
165,2,118.68621051639548,9,19,4,1,0,0,2,0
6,0,86.47155642253108,6,16,4,1,0,1,1,0
141,0,122.30290938101702,7,18,4,3,0,0,2,0
109,0,72.78446578525082,7,12,3,3,0,0,2,0
45,0,67.5,3,4,4,1,0,3,2,0
3,1,92.2382734863831,2,9,4,3,0,2,2,0
13,0,84.81730531221324,2,4,4,5,1,0,1,0
10,0,107.34800789915337,10,2,4,1,1,0,1,0
20,0,139.0,7,10,4,4,1,3,1,0
2,0,66.92479476200822,5,15,2,0,1,0,1,0
103,0,140.8613094373465,8,18,4,3,1,0,3,0
13,0,135.74137691091488,8,16,4,1,0,0,1,0
74,0,105.17540232082804,9,29,3,0,2,0,2,0
26,1,117.30392077649978,9,5,4,3,2,0,2,0
90,0,99.58614241432743,5,11,3,4,0,0,2,0
162,0,60.84429675423081,8,17,3,3,0,0,1,0
11,0,168.53732309642857,7,6,4,2,1,0,2,0
103,1,152.60210366878826,9,22,4,2,0,0,2,0
146,0,208.85246431944964,7,23,3,1,1,0,2,0
103,0,109.87891446306378,11,10,4,2,0,0,2,0
214,0,79.29266338594186,6,16,3,2,2,1,2,0
161,0,86.22615311274772,5,29,4,1,0,2,2,0
33,0,123.55918516182093,6,10,4,0,0,1,2,0
81,0,119.01746672891099,10,8,4,2,0,0,1,0
198,0,90.0,9,9,3,2,1,0,2,0
31,0,99.0,8,29,4,3,0,3,1,0
31,0,118.78355686086952,4,2,4,1,0,0,2,0
236,1,115.2,6,15,4,1,0,0,2,0
176,0,123.4167758209769,8,16,4,2,0,0,1,0
68,0,75.61268337211273,8,7,4,3,1,0,2,0
66,0,108.25668289322506,4,23,4,3,2,0,2,0
129,1,139.431983481401,9,28,4,3,0,0,2,0
69,0,140.4,4,29,4,1,0,0,2,0
212,1,90.9,8,13,4,2,0,0,1,0
39,0,68.59021070830327,2,13,4,1,0,3,2,0
43,0,85.81183858666105,1,14,4,2,0,0,2,0
7,0,89.7169910374875,3,17,4,1,0,1,2,0
30,0,67.84735771027164,1,25,3,2,0,2,2,0
111,0,168.09495499586433,9,22,4,1,0,0,2,0
20,0,155.79137988853324,6,6,4,1,0,0,1,0
25,0,95.56484568813453,10,15,1,1,1,0,1,0
56,0,91.03497189283458,4,17,4,0,1,2,1,0
103,0,97.53344196770625,6,16,3,1,0,0,1,0
10,1,130.24053158518015,9,5,4,1,0,0,2,0
25,0,223.06003035456288,7,27,4,4,0,0,2,0
61,0,120.24766572874765,7,23,4,3,1,0,2,0
163,0,71.07909647479863,8,21,3,3,0,0,1,0
43,0,88.67425379242675,2,23,4,2,0,2,2,0
67,0,89.44375767592037,9,7,4,1,0,1,1,0
217,0,177.12282656384886,10,8,4,4,2,0,2,0
10,0,152.31024526301204,7,12,4,1,1,0,2,0
145,0,92.23638718052685,5,25,4,4,1,1,1,0
110,0,96.30801046123977,6,28,3,1,0,2,1,0
31,0,219.80519509301837,8,26,3,1,1,1,2,0
101,0,150.51932001397802,8,23,4,3,0,0,2,0
27,0,109.9718108228535,10,2,4,1,0,3,1,0
74,0,105.32802316665426,9,29,4,0,2,0,2,0
30,0,98.05657872736305,5,25,4,0,0,2,2,0
31,0,71.0622846880603,2,20,4,1,2,2,2,0
123,0,139.28967310124142,11,25,4,3,0,0,2,0
51,0,123.9130386682524,8,29,4,2,1,1,2,0
183,1,99.11549554698527,6,4,4,3,1,1,2,0
32,0,103.23076291373992,8,28,4,0,1,2,1,0
275,0,94.85528023919025,8,22,3,2,0,0,2,0
238,0,121.12356435774498,10,28,4,2,0,0,2,0
319,0,71.90305015316748,6,15,3,3,0,0,2,0
104,0,101.1576785740767,3,25,4,3,0,0,2,0
39,0,129.4763109565938,5,6,4,1,1,0,2,0
180,1,89.11646279548874,9,27,4,2,0,0,2,0
101,0,113.20186417804503,6,3,4,1,1,0,2,0
171,1,136.55689513931563,8,11,4,3,0,0,3,0
76,0,77.35649560652683,6,8,4,3,0,0,2,0
167,2,116.69752566280475,6,18,4,1,0,0,2,0
109,0,190.02062610930693,6,12,4,4,2,0,2,0
3,0,66.28126920806979,2,15,2,0,1,0,1,0
327,0,71.75304676411146,8,13,3,3,0,0,2,0
176,0,96.01337171185128,7,24,4,2,0,0,1,0
180,0,114.72812946359171,8,10,4,3,1,0,2,0
237,0,90.49102825486771,6,14,3,2,0,0,1,0
290,0,86.7,12,1,4,3,0,0,2,0
60,0,78.19973454885306,3,16,4,3,1,2,2,0
128,0,137.9289679165168,7,24,4,4,1,0,2,0
178,0,125.20576190922426,8,19,4,2,0,0,1,0
30,1,159.6353933621369,10,4,4,4,0,0,1,0
1,0,126.17597747710647,8,4,4,1,1,0,2,0
69,0,85.5,4,2,4,1,1,3,2,0
153,0,101.8810285864698,7,29,4,4,1,0,1,0
14,0,106.19321935243056,4,15,3,2,0,2,2,0
3,0,161.82987884014966,6,10,4,1,1,0,2,0
100,0,95.97903011327207,6,16,3,2,0,0,2,0
21,0,291.2027285436638,8,23,4,3,0,0,1,0
155,0,133.81435788579947,10,6,3,1,0,0,2,0
72,0,86.7162351650682,5,17,4,0,0,2,2,0
183,0,88.03681406070227,7,16,4,2,0,3,2,0
105,0,75.0,4,6,3,1,0,0,2,0
29,0,118.78582445944674,7,11,4,0,1,0,2,0
73,0,115.95715325826568,5,23,4,1,1,0,1,0
155,1,114.75,6,22,4,3,0,0,1,0
67,0,86.2723122647448,6,4,4,1,1,3,2,0
106,0,120.66087867544199,7,19,4,4,1,0,2,0
116,0,71.5371626618264,2,28,3,1,2,0,2,0
205,0,91.7736316452116,7,23,4,4,1,0,2,0
231,1,165.1811887553897,8,22,4,3,1,0,2,0
25,0,137.04700136352628,5,25,4,0,2,0,1,0
51,0,95.80121636955977,3,28,4,2,1,0,1,0
76,0,124.64474088083225,6,14,4,2,0,2,1,0
147,0,138.0437658888811,8,17,4,4,1,0,3,0
115,0,65.06470232952186,2,27,3,5,2,0,1,0
103,0,90.23619310068176,4,8,4,2,1,0,2,0
108,0,189.75889044690373,6,10,4,4,2,0,2,0
30,0,118.44199293758736,4,23,4,1,0,0,2,0
156,0,151.16625238407343,9,5,4,3,0,0,3,0
158,0,90.0,9,25,3,2,0,0,2,0
72,0,96.37725255272528,3,23,4,1,1,1,2,0
159,0,168.3,7,6,4,1,1,0,2,0
147,0,123.76523651449037,6,2,3,3,0,0,2,0
25,0,106.20367693721322,8,26,4,0,1,2,1,0
165,0,114.37038922309704,8,28,4,4,1,0,2,0
151,1,99.38209448856408,7,18,4,2,1,0,0,0
442,0,65.4079936000242,4,27,3,1,0,0,2,0
169,1,125.14031528752821,7,16,4,3,1,0,2,0
215,0,115.59721477591789,9,28,4,3,0,0,1,0
24,0,156.8588954903076,5,20,4,1,1,0,1,0
223,0,106.8242830351648,7,28,4,4,1,0,2,0
32,0,68.04222575672638,2,11,4,2,0,1,1,0
139,0,167.95822331095832,7,2,4,4,1,0,2,0
30,0,97.18261070874648,5,21,3,0,1,2,1,0
65,0,149.4,9,16,4,1,0,0,1,0
51,1,158.5387891054784,10,17,4,1,1,0,2,0
178,0,179.7879080531622,7,14,4,4,0,0,2,0
85,0,177.88586816791772,7,15,4,0,0,0,2,0
158,0,131.5520717353452,8,3,3,2,0,0,3,0
235,0,92.82580120742357,8,15,3,1,0,0,2,0
145,0,93.77568241125901,4,24,3,1,1,0,1,0
133,0,94.5,7,19,4,1,0,3,1,0
161,0,85.32024629652769,6,30,4,1,0,2,1,0
103,1,63.75,10,8,3,2,0,0,1,0
118,0,92.70996749996331,6,1,3,1,1,1,2,0
14,0,88.4136596671116,2,9,4,3,1,2,2,0
62,0,109.03847961463532,8,24,4,3,0,0,2,0
150,0,134.3552334358381,9,2,4,1,1,0,2,0
75,0,80.21396087487348,3,15,4,3,0,0,2,0
227,0,134.3598192070309,9,9,3,3,0,1,1,0
274,0,95.0,6,17,3,2,0,0,2,0
181,0,126.35609901390931,9,2,4,2,2,0,2,0
10,0,134.3660307118884,7,21,4,0,0,0,1,0
8,0,139.0,7,15,4,2,1,3,2,0
120,1,140.80216358189634,7,19,4,4,1,0,2,0
17,0,166.0,7,8,4,1,0,0,2,0
25,0,158.20400442059477,5,20,4,1,1,0,1,0
103,0,99.67936253162033,8,8,3,0,1,0,2,0
58,0,119.99866548696457,4,27,4,2,0,0,2,0
39,0,135.64980180535366,6,21,4,2,2,0,2,0
79,0,119.03290732639971,5,14,4,2,1,0,1,0
17,0,181.73431580840403,6,15,4,1,0,0,3,0
30,0,68.70366288400234,5,12,4,2,1,0,1,0
102,1,109.06823048886851,11,9,4,1,0,1,2,0
72,1,107.87005245432437,9,17,3,1,0,3,2,0
105,0,83.88374563413778,8,29,4,1,2,0,1,0
57,0,146.73499506644654,3,27,4,1,2,0,2,0
109,0,82.17351204672181,5,29,4,1,1,0,2,0
108,0,106.80276175695582,8,11,4,2,0,1,2,0
418,0,107.0,9,26,3,2,1,1,2,0
34,0,89.60579661302712,2,23,3,2,0,0,1,0
174,0,150.45,9,1,4,3,1,0,3,0
349,0,93.86141061298076,10,4,3,5,1,0,1,0
59,0,81.96446537538527,3,12,4,2,2,0,2,0
103,0,94.61898262446864,3,25,4,3,0,1,2,0
120,0,122.86545351687218,10,4,4,2,1,0,2,0
157,0,131.58976424068197,7,2,4,3,1,0,2,0
58,0,99.6395471990536,10,4,4,1,0,2,2,0
